User_ID,Age,Review Text,Recommended IND,Positive Feedback Count
11988,56,,1,11
11989,28,,1,0
11990,52,,1,0
11991,51,,1,1
11992,25,,1,0
11993,43,,1,0
11994,39,,1,1
11995,37,,1,0
11996,32,,0,0
11997,39,,1,1
11998,36,,0,0
11999,53,,1,0
12000,39,,1,0
12001,38,,1,3
12002,30,,1,0
12003,83,,1,7
12004,35,,1,1
12005,32,,1,0
12006,44,,1,4
12007,49,,1,0
12008,39,,1,0
12009,30,,1,1
12010,31,,1,0
12011,29,,1,0
12012,55,,1,0
12013,61,,1,3
12014,34,,1,0
12015,29,,1,0
12016,51,,1,3
12017,34,,1,4
12018,30,,1,0
12019,35,,1,0
12020,50,,1,0
12021,31,,1,0
12022,45,,1,0
12023,57,,1,0
12024,55,,1,0
12025,43,,1,0
12026,52,,1,10
12027,31,,1,0
12028,52,,1,3
12029,38,,1,0
12030,26,,0,5
12031,28,,1,5
12032,56,,0,0
12033,56,,0,1
12034,38,,1,0
12035,40,,1,1
12036,37,,1,0
12037,43,,0,2
12038,62,,1,1
12039,28,,1,0
12040,63,,1,3
12041,41,,1,11
12042,33,,1,9
12043,39,,1,6
12044,46,,1,0
12045,33,,0,0
12046,46,,1,1
12047,32,,1,1
12048,49,,1,2
12049,38,,1,2
12050,39,,1,0
12051,53,,1,4
12052,39,,1,16
12053,54,,1,8
12054,42,,0,15
12055,69,,1,0
12056,20,,1,0
12057,44,,1,2
12058,54,,1,2
12059,39,,1,1
12060,41,,1,4
12061,25,,1,1
12062,25,,1,0
12063,48,,1,0
12064,33,,1,1
12065,36,,1,0
12066,28,,1,0
12067,37,,1,0
12068,39,,1,10
12069,39,,1,0
12070,38,,1,0
12071,52,,1,1
12072,40,,1,0
12073,25,,1,1
12074,53,,1,1
12075,55,,0,0
12076,36,,1,0
12077,64,,1,0
12078,22,,0,0
12079,32,,1,0
12080,39,,0,0
12081,68,,1,1
12082,46,,0,0
12083,74,,1,0
12084,39,,1,0
12085,57,,1,0
12086,35,,0,0
12087,31,,1,3
12088,34,,1,0
12089,59,,1,0
12090,41,,1,3
12091,44,,1,2
12092,25,,1,6
12093,60,,1,0
12094,38,,1,2
12095,52,,0,0
12096,64,,1,2
12097,29,,1,0
12098,25,,0,0
12099,67,,1,0
12100,55,,1,0
12101,61,,1,1
12102,43,,1,0
12103,46,,1,0
12104,53,,1,0
12105,53,,1,3
12106,49,,1,3
12107,54,,1,2
12108,42,,0,0
12109,63,,1,0
12110,39,,0,0
12111,47,,1,8
12112,39,,1,2
12113,38,,1,0
12114,28,,0,0
12115,28,,0,0
12116,65,,0,4
12117,43,,1,3
12118,37,,1,0
12119,48,,1,0
12120,31,,0,0
12121,42,,1,0
12122,64,,1,11
12123,32,,1,0
12124,36,,1,0
12125,28,,0,2
12126,36,,1,2
12127,50,,0,6
12128,46,,1,2
12129,19,,1,0
12130,37,,1,0
12131,54,,1,1
12132,44,,1,0
12133,36,,1,0
12134,48,,1,0
12135,35,,1,0
12136,49,,1,1
12137,44,,1,2
12138,37,,0,0
12139,73,,1,0
12140,56,,1,8
12141,26,,0,1
12142,35,,0,0
12143,50,,1,3
12144,54,,0,6
12145,27,,1,1
12146,53,,1,0
12147,54,,1,8
12148,64,,0,0
12149,53,,1,0
12150,59,,1,0
12151,35,,1,1
12152,41,,0,6
12153,32,,1,1
12154,42,,1,0
12155,27,,0,12
12156,32,,1,1
12157,42,,1,5
12158,34,,0,0
12159,47,,0,0
12160,53,,1,5
12161,53,,1,0
12162,52,,0,1
12163,52,,1,0
12164,35,,0,0
12165,45,,0,0
12166,35,,1,0
12167,53,,1,1
12168,33,,1,0
12169,19,,0,17
12170,47,,1,0
12171,34,,0,1
12172,48,,0,0
12173,31,,0,9
12174,57,,1,2
12175,52,,1,2
12176,35,,1,8
12177,50,,1,2
12178,42,,1,0
12179,54,,1,1
12180,46,,1,0
12181,51,,1,2
12182,34,,1,0
12183,43,,1,1
12184,29,,1,1
12185,38,,1,5
12186,63,,1,4
12187,42,,1,0
12188,39,,1,0
12189,39,,1,1
12190,22,,1,1
12191,43,,1,0
12192,40,,1,0
12193,35,,1,0
12194,66,,1,3
12195,32,,1,1
12196,79,,1,1
12197,27,,1,0
12198,41,,1,3
12199,50,,1,2
12200,46,,1,1
12201,38,,1,1
12202,32,,1,0
12203,33,,1,3
12204,40,,1,0
12205,35,,1,4
12206,52,,1,4
12207,33,,1,0
12208,38,,1,12
12209,36,,1,0
12210,60,,1,3
12211,28,,1,1
12212,74,,1,1
12213,33,,1,1
12214,36,,1,0
12215,31,,0,4
12216,36,,1,0
12217,35,,1,0
12218,47,,1,9
12219,41,,1,2
12220,59,,0,4
12221,40,,1,0
12222,42,,0,3
12223,35,,0,2
12224,43,,1,0
12225,29,,1,12
12226,31,,0,25
12227,41,,1,0
12228,44,,1,2
12229,60,,0,0
12230,74,,1,0
12231,61,,1,0
12232,59,,1,8
12233,36,,1,0
12234,50,,1,0
12235,28,,1,0
12236,42,,1,3
12237,36,,1,0
12238,39,,1,1
12239,39,,1,1
12240,46,,1,0
12241,44,,1,0
12242,55,,0,0
12243,37,,1,1
12244,34,,0,0
12245,48,,1,2
12246,47,,1,0
12247,64,,0,0
12248,49,,1,2
12249,71,,1,4
12250,89,,1,0
12251,39,,1,6
12252,53,,1,0
12253,39,,1,2
12254,38,,1,0
12255,46,,0,2
12256,35,,0,5
12257,41,,1,1
12258,28,,1,0
12259,46,,1,15
12260,25,,1,0
12261,37,,1,8
12262,55,,1,7
12263,56,,1,3
12264,52,,1,0
12265,57,,0,0
12266,37,,1,1
12267,40,,0,8
12268,46,,1,0
12269,67,,1,1
12270,39,,1,3
12271,51,,1,1
12272,40,,1,0
12273,64,,1,5
12274,35,,1,3
12275,38,,1,1
12276,38,,1,0
12277,21,,1,0
12278,38,,1,1
12279,53,,0,0
12280,43,,1,0
12281,51,,1,0
12282,53,,1,0
12283,25,,1,0
12284,28,,1,0
12285,45,,0,0
12286,32,,1,0
12287,46,,1,0
12288,52,,1,0
12289,39,,0,2
12290,36,,1,0
12291,53,,1,0
12292,41,,1,2
12293,40,,1,0
12294,46,,0,1
12295,50,,1,0
12296,31,,1,0
12297,53,,0,2
12298,55,,1,2
12299,43,,1,7
12300,64,,0,13
12301,50,,0,0
12302,69,,1,0
12303,58,,0,7
12304,60,,1,0
12305,33,,0,1
12306,53,,0,9
12307,45,,0,9
12308,20,,1,0
12309,68,,0,0
12310,33,,1,0
12311,64,,1,0
12312,45,,1,4
12313,35,,0,5
12314,31,,1,0
12315,54,,1,0
12316,48,,0,1
12317,65,,1,1
12318,75,,1,5
12319,33,,1,3
12320,33,,1,0
12321,23,,1,2
12322,38,,0,1
12323,54,,1,0
12324,59,,1,0
12325,34,,0,7
12326,32,,1,1
12327,41,,1,0
12328,30,,1,0
12329,41,,1,0
12330,37,,1,0
12331,60,,1,0
12332,36,,1,3
12333,38,,1,10
12334,47,,1,4
12335,52,,1,0
12336,49,,1,1
12337,45,,1,0
12338,50,,1,5
12339,62,,0,3
12340,71,,1,0
12341,52,,1,2
12342,42,,1,1
12343,49,,0,0
12344,31,,1,0
12345,35,,1,11
12346,37,,1,0
12347,56,,1,7
12348,67,,0,0
12349,28,,1,0
12350,33,,0,0
12351,66,,1,0
12352,39,,1,13
12353,39,,0,0
12354,59,,1,4
12355,46,,1,0
12356,43,,0,1
12357,47,,1,2
12358,27,,1,0
12359,65,,1,6
12360,46,,1,1
12361,69,,1,2
12362,44,,1,0
12363,35,,0,1
12364,39,,1,2
12365,62,,1,0
12366,47,,1,4
12367,60,,1,0
12368,31,,1,0
12369,38,,1,9
12370,37,,1,15
12371,39,,0,0
12372,72,,1,3
12373,41,,1,0
12374,39,,1,0
12375,31,,1,1
12376,38,,0,0
12377,30,,1,12
12378,32,,1,1
12379,63,,1,28
12380,19,,1,1
12381,38,,1,0
12382,24,,1,1
12383,34,,1,2
12384,45,,1,2
12385,42,,0,0
12386,45,,1,0
12387,24,,1,0
12388,26,,1,1
12389,34,,0,16
12390,56,,1,0
12391,47,,1,1
12392,36,,1,0
12393,63,,1,0
12394,28,,0,0
12395,34,,1,1
12396,43,,1,3
12397,26,,1,0
12398,40,,1,2
12399,25,,1,23
12400,45,,1,0
12401,38,,1,2
12402,39,,1,0
12403,52,,1,1
12404,46,,1,0
12405,28,,1,0
12406,41,,1,2
12407,71,,1,3
12408,36,,1,2
12409,32,,1,0
12410,59,,1,0
12411,56,,1,0
12412,46,,0,0
12413,31,,1,2
12414,49,,1,0
12415,54,,1,0
12416,53,,1,1
12417,25,,1,3
12418,56,,1,0
12419,44,,1,0
12420,43,,1,1
12421,48,,1,2
12422,30,,1,0
12423,52,,0,13
12424,59,,1,0
12425,29,,1,0
12426,48,,1,2
12427,40,,1,2
12428,45,,0,1
12429,28,,1,0
12430,45,,1,0
12431,48,,1,1
12432,51,,1,0
12433,36,,1,0
12434,41,,1,21
12435,50,,1,0
12436,42,,1,0
12437,66,,1,3
12438,52,,1,0
12439,60,,0,2
12440,22,,1,0
12441,54,,1,2
12442,52,,1,1
12443,75,,1,2
12444,55,,0,1
12445,41,,1,19
12446,42,,1,0
12447,45,,1,2
12448,58,,1,0
12449,60,,1,0
12450,65,,0,1
12451,66,,1,1
12452,46,,1,0
12453,48,,1,0
12454,44,,1,1
12455,61,,1,0
12456,49,,1,0
12457,36,,1,1
12458,45,,0,0
12459,56,,1,0
12460,43,,1,2
12461,33,,1,0
12462,37,,0,0
12463,28,,1,0
12464,37,,0,14
12465,41,,1,1
12466,36,,1,2
12467,56,,1,0
12468,64,,1,0
12469,57,,1,2
12470,68,,1,1
12471,38,,1,3
12472,30,,1,4
12473,51,,1,0
12474,34,,1,0
12475,64,,1,0
12476,33,,1,0
12477,66,,1,0
12478,55,,0,2
12479,40,,1,8
12480,35,,1,2
12481,42,,1,8
12482,54,,1,3
12483,57,,0,5
12484,39,,1,4
12485,60,,1,0
12486,33,,1,0
12487,71,,1,0
12488,36,,1,6
12489,53,,1,0
12490,49,,1,0
12491,51,,1,2
12492,57,,0,0
12493,56,,1,2
12494,46,,0,5
12495,68,,0,14
12496,40,,1,1
12497,27,,1,19
12498,53,,0,0
12499,36,,1,1
12500,33,,1,0
12501,35,,1,2
12502,30,,1,0
12503,33,,1,0
12504,40,,0,0
12505,51,,1,1
12506,41,,1,0
12507,41,,1,4
12508,66,,1,3
12509,39,,1,2
12510,36,,0,43
12511,45,,1,0
12512,38,,0,5
12513,47,,1,1
12514,25,,0,0
12515,21,,1,1
12516,39,,1,3
12517,30,,1,0
12518,29,,0,0
12519,34,,1,0
12520,70,,1,0
12521,32,,1,2
12522,25,,1,3
12523,41,,0,16
12524,35,,1,0
12525,53,,1,0
12526,42,,0,3
12527,37,,1,0
12528,52,,1,0
12529,57,,1,13
12530,46,,1,4
12531,34,,1,0
12532,63,,1,11
12533,46,,1,0
12534,38,,1,9
12535,43,,1,0
12536,44,,1,0
12537,45,,1,2
12538,59,,1,2
12539,31,,0,0
12540,48,,0,6
12541,35,,1,1
12542,34,,1,11
12543,40,,1,3
12544,24,,0,3
12545,55,,1,1
12546,41,,1,0
12547,45,,1,0
12548,21,,1,0
12549,45,,1,0
12550,44,,1,2
12551,28,,1,0
12552,22,,1,0
12553,23,,0,0
12554,37,,0,0
12555,65,,1,0
12556,28,,1,0
12557,50,,1,0
12558,54,,0,2
12559,57,,1,9
12560,44,,1,0
12561,54,,1,1
12562,31,,1,1
12563,35,,1,2
12564,42,,1,5
12565,50,,0,2
12566,29,,1,1
12567,46,,1,0
12568,45,,1,1
12569,66,,1,4
12570,34,,1,0
12571,26,,0,0
12572,40,,0,17
12573,37,,0,0
12574,34,,1,19
12575,24,,1,4
12576,43,,1,0
12577,40,,1,0
12578,51,,1,2
12579,38,,1,0
12580,39,,1,0
12581,87,,1,0
12582,39,,1,3
12583,28,,1,1
12584,47,,1,0
12585,41,,1,0
12586,59,,1,2
12587,68,,1,0
12588,35,,1,17
12589,29,,1,1
12590,35,,1,6
12591,59,,1,7
12592,37,,1,0
12593,46,,1,0
12594,50,,1,3
12595,25,,1,0
12596,40,,1,0
12597,32,,1,0
12598,35,,1,7
12599,68,,0,1
12600,68,,1,0
12601,31,,1,0
12602,28,,0,5
12603,27,,1,2
12604,47,,1,0
12605,39,,1,1
12606,56,,0,0
12607,41,,0,3
12608,29,,1,0
12609,52,,1,2
12610,31,,0,0
12611,31,,0,3
12612,83,,1,4
12613,57,,1,0
12614,43,,1,1
12615,59,,1,0
12616,47,,1,0
12617,21,,1,0
12618,51,,1,0
12619,57,,0,0
12620,52,,1,0
12621,53,,1,0
12622,53,,1,0
12623,38,,0,17
12624,54,,1,0
12625,60,,1,1
12626,66,,1,0
12627,37,,1,4
12628,49,,1,0
12629,53,,1,1
12630,30,,1,3
12631,90,,0,15
12632,26,,1,0
12633,70,,0,4
12634,49,,0,0
12635,29,,1,0
12636,48,,1,2
12637,41,,1,2
12638,33,,1,0
12639,39,,1,28
12640,40,,1,3
12641,49,,1,0
12642,47,,0,0
12643,46,,1,1
12644,41,,1,2
12645,32,,1,0
12646,38,,1,0
12647,53,,1,9
12648,39,,1,3
12649,35,,1,0
12650,42,,1,1
12651,20,,1,1
12652,44,,1,7
12653,54,,1,0
12654,39,,1,0
12655,46,,1,0
12656,37,,1,2
12657,35,,1,3
12658,44,,1,0
12659,60,,1,2
12660,57,,1,18
12661,36,,0,38
12662,28,,0,10
12663,53,,0,1
12664,59,,1,3
12665,44,,1,1
12666,54,,1,1
12667,31,,1,0
12668,75,,1,8
12669,42,,1,1
12670,48,,0,25
12671,24,,1,0
12672,64,,1,3
12673,50,,1,0
12674,21,,1,5
12675,51,,0,0
12676,30,,1,1
12677,34,,1,1
12678,38,,1,5
12679,30,,1,0
12680,40,,0,0
12681,29,,1,1
12682,66,,0,0
12683,28,,1,0
12684,45,,1,1
12685,46,,0,2
12686,34,,1,0
12687,50,,1,0
12688,40,,0,0
12689,64,,1,13
12690,33,,1,1
12691,55,,0,0
12692,57,,1,13
12693,36,,1,4
12694,45,,1,1
12695,59,,1,5
12696,62,,1,1
12697,69,,0,24
12698,40,,1,12
12699,46,,1,2
12700,32,,1,2
12701,33,,1,4
12702,44,,1,4
12703,56,,1,0
12704,63,,1,1
12705,53,,1,1
12706,49,,1,1
12707,42,,1,0
12708,50,,1,1
12709,44,,1,0
12710,45,,1,3
12711,37,,1,0
12712,36,,1,11
12713,41,,1,0
12714,33,,0,1
12715,47,,1,0
12716,50,,0,0
12717,60,,1,6
12718,50,,1,3
12719,48,,1,1
12720,41,,1,3
12721,48,,1,1
12722,50,,1,4
12723,48,,1,1
12724,31,,1,0
12725,56,,0,1
12726,34,,1,2
12727,35,,1,0
12728,36,,1,3
12729,42,,1,1
12730,35,,1,6
12731,49,,1,1
12732,31,,1,1
12733,35,,0,0
12734,47,,0,10
12735,34,,1,0
12736,51,,1,1
12737,38,,1,0
12738,38,,1,0
12739,46,,1,4
12740,51,,1,2
12741,37,,1,2
12742,63,,1,2
12743,52,,0,2
12744,47,,1,3
12745,45,,1,8
12746,53,,1,1
12747,45,,1,4
12748,66,,1,1
12749,31,,1,2
12750,59,,1,4
12751,27,,1,0
12752,40,,1,0
12753,47,,1,2
12754,36,,1,0
12755,66,,1,1
12756,26,,0,0
12757,39,,1,1
12758,27,,1,1
12759,47,,1,4
12760,37,,1,0
12761,28,,1,0
12762,54,,1,0
12763,45,,1,0
12764,31,,1,0
12765,29,,1,0
12766,31,,1,2
12767,35,,0,6
12768,40,,1,1
12769,40,,1,0
12770,34,,1,0
12771,40,,1,0
12772,41,,1,0
12773,34,,1,4
12774,42,,1,1
12775,25,,1,0
12776,39,,1,0
12777,28,,1,4
12778,35,,1,3
12779,66,,1,0
12780,65,,1,0
12781,56,,1,1
12782,25,,1,0
12783,65,,1,13
12784,36,,1,0
12785,63,,1,5
12786,27,,1,56
12787,25,,1,0
12788,47,,1,0
12789,26,,1,0
12790,28,,1,0
12791,44,,1,5
12792,37,,1,3
12793,39,,1,1
12794,39,,1,0
12795,43,,0,0
12796,51,,1,0
12797,76,,1,0
12798,35,,1,0
12799,39,,1,1
12800,54,,1,0
12801,48,,1,3
12802,29,,1,2
12803,34,,0,0
12804,42,,1,0
12805,33,,1,0
12806,49,,1,0
12807,74,,1,0
12808,36,,1,17
12809,45,,1,0
12810,31,,1,0
12811,23,,0,3
12812,50,,1,0
12813,22,,1,0
12814,45,,0,23
12815,39,,1,16
12816,34,,1,0
12817,34,,1,25
12818,40,,1,0
12819,39,,1,2
12820,43,,1,1
12821,66,,1,1
12822,36,,1,0
12823,29,,0,0
12824,39,,1,4
12825,38,,1,0
12826,39,,1,2
12827,37,,1,2
12828,33,,1,0
12829,39,,1,0
12830,39,,1,2
12831,35,,0,1
12832,28,,1,0
12833,65,,1,1
12834,38,,1,1
12835,37,,1,7
12836,46,,1,1
12837,37,,1,0
12838,35,,1,1
12839,53,,1,13
12840,58,,0,3
12841,46,,1,10
12842,36,,0,5
12843,24,,1,1
12844,47,,1,2
12845,34,,0,0
12846,40,,0,0
12847,33,,0,1
12848,48,,0,0
12849,62,,1,0
12850,22,,1,0
12851,31,,1,0
12852,40,,1,2
12853,41,,1,1
12854,37,,0,18
12855,61,,1,0
12856,62,,1,6
12857,62,,1,3
12858,73,,1,2
12859,27,,1,0
12860,40,,1,0
12861,56,,1,2
12862,52,,1,18
12863,25,,1,1
12864,45,,1,0
12865,54,,1,4
12866,27,,1,0
12867,39,,1,0
12868,26,,1,0
12869,48,,1,3
12870,48,,1,0
12871,46,,1,0
12872,36,,1,2
12873,36,,1,0
12874,30,,0,7
12875,38,,1,0
12876,48,,1,2
12877,49,,0,0
12878,50,,0,0
12879,37,,1,0
12880,47,,0,0
12881,32,,0,2
12882,42,,1,0
12883,37,,1,2
12884,41,,1,7
12885,24,,1,0
12886,70,,1,1
12887,46,,1,0
12888,60,,0,11
12889,34,,1,2
12890,64,,1,0
12891,42,,1,7
12892,36,,0,4
12893,56,,0,8
12894,44,,0,0
12895,30,,0,1
12896,49,,1,1
12897,50,,0,1
12898,25,,1,0
12899,36,,0,0
12900,51,,0,2
12901,36,,0,0
12902,35,,0,0
12903,36,,1,0
12904,32,,0,0
12905,44,,1,2
12906,57,,1,1
12907,60,,1,3
12908,42,,0,26
12909,34,,0,0
12910,38,,1,1
12911,51,,0,14
12912,35,,1,15
12913,39,,1,0
12914,34,,1,0
12915,52,,1,0
12916,23,,1,6
12917,40,,1,0
12918,55,,1,0
12919,64,,1,7
12920,37,,1,3
12921,37,,0,0
12922,38,,1,4
12923,32,,1,9
12924,31,,1,11
12925,34,,1,0
12926,42,,0,0
12927,39,,1,1
12928,52,,1,1
12929,30,,1,1
12930,34,,1,0
12931,35,,1,0
12932,60,,1,0
12933,45,,1,0
12934,53,,1,0
12935,25,,1,1
12936,65,,0,0
12937,63,,1,0
12938,31,,1,10
12939,32,,1,0
12940,33,,1,1
12941,38,,1,0
12942,31,,0,2
12943,58,,1,1
12944,46,,1,8
12945,33,,1,3
12946,37,,0,3
12947,55,,1,0
12948,38,,1,0
12949,53,,1,0
12950,25,,1,1
12951,39,,1,0
12952,34,,1,6
12953,52,,1,1
12954,44,,1,0
12955,52,,1,1
12956,35,,0,0
12957,34,,1,4
12958,53,,0,5
12959,53,,1,8
12960,75,,0,1
12961,34,,1,2
12962,51,,1,0
12963,49,,1,0
12964,57,,1,0
12965,62,,1,1
12966,31,,1,7
12967,64,,1,8
12968,39,,1,1
12969,39,,1,3
12970,36,,1,0
12971,33,,1,0
12972,24,,1,1
12973,36,,1,1
12974,37,,0,1
12975,22,,1,6
12976,24,,1,1
12977,29,,1,0
12978,23,,1,3
12979,53,,1,1
12980,35,,1,0
12981,40,,1,1
12982,25,,1,7
12983,62,,1,3
12984,49,,1,0
12985,40,,0,6
12986,41,,0,3
12987,26,,1,2
12988,42,,1,0
12989,57,,0,1
12990,43,,0,0
12991,58,,1,3
12992,57,,1,1
12993,49,,1,0
12994,45,,1,1
12995,62,,1,0
12996,28,,1,1
12997,45,,1,2
12998,52,,1,1
12999,39,,1,0
13000,39,,1,6
13001,40,,1,0
13002,45,,1,0
13003,33,,1,1
13004,45,,0,6
13005,47,,1,5
13006,44,,1,1
13007,65,,1,1
13008,48,,1,1
13009,35,,0,3
13010,35,,1,0
13011,36,,1,1
13012,41,,0,0
13013,57,,1,0
13014,39,,1,0
13015,67,,1,6
13016,41,,0,0
13017,56,,1,1
13018,29,,1,5
13019,49,,1,1
13020,39,,1,1
13021,29,,1,0
13022,83,,1,0
13023,41,,1,7
13024,49,,1,2
13025,48,,1,0
13026,46,,1,0
13027,51,,1,0
13028,27,,1,4
13029,66,,1,0
13030,28,,1,0
13031,40,,0,1
13032,60,,1,2
13033,60,,1,5
13034,39,,1,1
13035,45,,1,0
13036,52,,1,0
13037,60,,1,0
13038,37,,1,0
13039,48,,1,0
13040,36,,1,4
13041,42,,1,0
13042,39,,0,0
13043,44,,1,2
13044,54,,1,4
13045,47,,1,5
13046,35,,1,2
13047,35,,1,0
13048,30,,0,0
13049,29,,1,2
13050,46,,1,0
13051,28,,1,0
13052,49,,1,1
13053,32,,1,13
13054,32,,1,0
13055,37,,1,0
13056,41,,1,0
13057,38,,1,14
13058,40,,1,8
13059,26,,0,0
13060,34,,0,1
13061,68,,1,0
13062,63,,1,0
13063,42,,1,27
13064,37,,1,0
13065,39,,1,0
13066,42,,1,2
13067,69,,1,0
13068,41,,1,0
13069,20,,0,3
13070,58,,0,1
13071,33,,0,1
13072,29,,1,0
13073,39,,1,8
13074,50,,0,1
13075,39,,1,0
13076,39,,1,1
13077,39,,1,0
13078,39,,1,0
13079,50,,0,0
13080,45,,1,0
13081,36,,1,0
13082,47,,1,0
13083,46,,0,0
13084,33,,1,0
13085,37,,0,1
13086,37,,1,0
13087,36,,1,0
13088,42,,1,0
13089,51,,1,4
13090,60,,1,0
13091,29,,1,0
13092,32,,1,0
13093,65,,1,2
13094,41,,1,0
13095,38,,1,1
13096,25,,1,0
13097,41,,1,0
13098,40,,0,0
13099,38,,1,0
13100,34,,1,0
13101,43,,1,1
13102,46,,1,1
13103,49,,1,11
13104,27,,1,3
13105,38,,1,0
13106,57,,1,0
13107,42,,1,1
13108,47,,0,0
13109,36,,1,0
13110,41,,1,0
13111,23,,1,0
13112,49,,1,0
13113,52,,1,3
13114,47,,1,0
13115,29,,1,0
13116,36,,1,2
13117,42,,1,0
13118,41,,1,0
13119,30,,0,0
13120,47,,1,0
13121,43,,1,0
13122,41,,0,5
13123,28,,0,0
13124,39,,1,19
13125,33,,1,0
13126,26,,1,0
13127,46,,0,42
13128,51,,1,10
13129,42,,0,2
13130,42,,1,5
13131,29,,1,0
13132,26,,1,0
13133,41,,1,2
13134,31,,1,0
13135,23,,1,0
13136,50,,1,10
13137,52,,1,16
13138,35,,1,1
13139,66,,1,0
13140,30,,1,2
13141,25,,1,1
13142,45,,1,0
13143,64,,1,0
13144,55,,1,1
13145,63,,1,2
13146,53,,0,0
13147,34,,1,0
13148,41,,1,0
13149,37,,1,1
13150,39,,1,0
13151,39,,1,1
13152,56,,1,0
13153,52,,1,6
13154,55,,1,1
13155,38,,1,0
13156,42,,1,0
13157,32,,0,0
13158,64,,1,3
13159,53,,1,0
13160,44,,1,18
13161,59,,1,3
13162,35,,1,0
13163,38,,1,0
13164,67,,1,0
13165,34,,1,1
13166,45,,1,3
13167,36,,0,4
13168,27,,1,0
13169,64,,1,10
13170,33,,1,0
13171,28,,0,0
13172,48,,0,0
13173,63,,1,36
13174,41,,1,6
13175,27,,0,2
13176,33,,0,5
13177,44,,1,0
13178,53,,1,10
13179,38,,1,4
13180,68,,1,0
13181,53,,1,3
13182,39,,1,2
13183,39,,1,0
13184,52,,1,1
13185,46,,1,0
13186,43,,1,3
13187,48,,1,8
13188,40,,1,0
13189,27,,1,0
13190,61,,1,0
13191,44,,1,0
13192,67,,1,4
13193,23,,1,0
13194,38,,1,4
13195,29,,1,0
13196,49,,1,0
13197,36,,1,2
13198,42,,1,0
13199,56,,1,0
13200,54,,1,0
13201,24,,1,0
13202,39,,1,0
13203,64,,0,5
13204,44,,1,4
13205,32,,1,0
13206,34,,1,0
13207,26,,1,0
13208,56,,1,10
13209,25,,1,2
13210,23,,1,98
13211,64,,1,8
13212,42,,1,0
13213,45,,1,0
13214,50,,1,0
13215,50,,1,8
13216,37,,1,1
13217,36,,1,0
13218,26,,1,0
13219,41,,1,15
13220,42,,1,0
13221,29,,1,0
13222,25,,1,0
13223,48,,1,1
13224,41,,1,6
13225,45,,1,0
13226,38,,1,0
13227,38,,1,2
13228,35,,1,0
13229,35,,1,0
13230,47,,1,0
13231,29,,1,4
13232,62,,1,1
13233,37,,1,0
13234,24,,1,5
13235,19,,1,0
13236,37,,1,0
13237,47,,1,0
13238,53,,1,0
13239,42,,1,1
13240,39,,1,0
13241,44,,1,0
13242,53,,1,0
13243,47,,1,1
13244,38,,1,0
13245,39,,1,1
13246,27,,1,0
13247,31,,1,0
13248,61,,1,0
13249,27,,1,57
13250,36,,1,0
13251,48,,1,0
13252,52,,1,0
13253,30,,1,0
13254,74,,0,1
13255,30,,1,0
13256,36,,1,11
13257,42,,1,0
13258,38,,1,0
13259,39,,1,14
13260,35,,1,0
13261,49,,1,1
13262,29,,1,1
13263,50,,1,0
13264,39,,0,0
13265,34,,0,4
13266,39,,1,1
13267,29,,1,0
13268,46,,1,0
13269,26,,1,0
13270,46,,1,0
13271,66,,1,0
13272,38,,0,1
13273,39,,1,0
13274,44,,1,0
13275,35,,0,0
13276,46,,1,0
13277,38,,1,0
13278,40,,1,0
13279,73,,1,0
13280,32,,1,0
13281,31,,0,1
13282,36,,0,0
13283,63,,1,0
13284,67,,1,0
13285,38,,1,0
13286,43,,1,0
13287,66,,1,2
13288,38,,0,0
13289,29,,1,2
13290,32,,1,0
13291,48,,1,1
13292,52,,1,0
13293,60,,1,0
13294,37,,1,0
13295,40,,0,0
13296,26,,1,9
13297,22,,0,4
13298,45,,1,0
13299,31,,1,0
13300,59,,1,4
13301,38,,1,5
13302,38,,1,0
13303,31,,1,4
13304,74,,1,0
13305,53,,1,5
13306,30,,1,0
13307,70,,1,8
13308,38,,1,6
13309,41,,0,0
13310,62,,1,7
13311,39,,1,3
13312,38,,0,2
13313,38,,1,0
13314,63,,1,0
13315,42,,0,0
13316,23,,1,0
13317,63,,1,0
13318,33,,1,0
13319,42,,0,0
13320,31,,1,0
13321,74,,1,4
13322,24,,1,0
13323,32,,1,0
13324,49,,1,0
13325,47,,1,4
13326,31,,1,1
13327,56,,1,6
13328,26,,1,4
13329,44,,1,1
13330,47,,1,3
13331,27,,1,1
13332,27,,1,0
13333,45,,1,1
13334,46,,1,4
13335,22,,1,1
13336,56,,1,6
13337,49,,1,2
13338,23,,0,15
13339,38,,1,0
13340,35,,1,4
13341,54,,1,0
13342,71,,1,0
13343,40,,1,4
13344,24,,1,0
13345,46,,1,0
13346,30,,1,2
13347,49,,1,0
13348,30,,0,1
13349,29,,0,42
13350,41,,1,0
13351,41,,1,1
13352,40,,1,1
13353,38,,1,0
13354,26,,1,0
13355,52,,1,0
13356,56,,1,8
13357,57,,1,28
13358,24,,1,11
13359,47,,0,0
13360,62,,0,6
13361,54,,1,1
13362,48,,1,0
13363,28,,1,0
13364,44,,1,2
13365,24,,1,4
13366,33,,0,2
13367,45,,0,6
13368,43,,1,0
13369,41,,1,0
13370,64,,1,0
13371,60,,1,16
13372,34,,1,5
13373,35,,1,2
13374,42,,0,6
13375,28,,1,0
13376,38,,1,12
13377,53,,1,5
13378,37,,1,1
13379,53,,1,0
13380,31,,1,1
13381,40,,1,0
13382,41,,1,1
13383,82,,1,4
13384,26,,1,0
